taxon	host_feature	host_feature_collection	primary_CLR_direction	rCLR_direction	direction_agreement	coefficient_range	FDR_range	sample_exclusion_stability	contamination_exclusion_stability	TRANSFORMATION_SENSITIVE_MECHANISM
Rhizobium	ZNF24	DoRothEA_VIPER	positive	negative	FALSE	-0.1051691618627;0.156715921835604	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Rhizobium	ZNF384	DoRothEA_VIPER	negative	positive	FALSE	-0.0887231290455321;0.0434922204477051	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Herbaspirillum	ARID3A	DoRothEA_VIPER	negative	positive	FALSE	-0.116753892960488;0.0143780348363872	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	ATF2	DoRothEA_VIPER	negative	positive	FALSE	-0.280785044438731;0.222949021334966	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	BACH2	DoRothEA_VIPER	negative	positive	FALSE	-0.207551670596682;0.202302692792506	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	BATF	DoRothEA_VIPER	negative	positive	FALSE	-0.327016038420214;0.404012675867184	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	BCL11A	DoRothEA_VIPER	negative	positive	FALSE	-0.177261355263271;0.171477144756966	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	BCL6	DoRothEA_VIPER	positive	negative	FALSE	-0.0960283535489174;0.128204146897129	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	EBF1	DoRothEA_VIPER	negative	positive	FALSE	-0.2252786868458;0.197116161786498	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	ELK1	DoRothEA_VIPER	negative	positive	FALSE	-0.169341775548182;0.0639317281572196	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	ETS1	DoRothEA_VIPER	negative	positive	FALSE	-0.345842081884736;0.326063539623007	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	FOXO3	DoRothEA_VIPER	negative	positive	FALSE	-0.115460504841172;0.0556072027820934	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	IKZF1	DoRothEA_VIPER	negative	positive	FALSE	-0.33518253993383;0.357903834392407	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	LYL1	DoRothEA_VIPER	negative	positive	FALSE	-0.554956187947534;0.611285723814795	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	MAF	DoRothEA_VIPER	negative	positive	FALSE	-0.154301243563058;0.0916585793184619	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	MAZ	DoRothEA_VIPER	negative	negative	TRUE	-0.113640817281964;-0.0181373652654518	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	MEF2A	DoRothEA_VIPER	negative	positive	FALSE	-0.475918567633037;0.754941992636911	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	MITF	DoRothEA_VIPER	negative	positive	FALSE	-0.138174967842501;0.19956914234232	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	NFATC1	DoRothEA_VIPER	negative	positive	FALSE	-0.199276276056352;0.236657497427369	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	NFE2	DoRothEA_VIPER	negative	positive	FALSE	-0.145781982211327;0.0598242252614082	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	NFKB1	DoRothEA_VIPER	negative	positive	FALSE	-0.318724555992696;0.334923530623068	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	NFKB2	DoRothEA_VIPER	positive	negative	FALSE	-0.00855247631452035;0.0742221920549152	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	NR4A1	DoRothEA_VIPER	negative	positive	FALSE	-0.101495288196518;0.0814392436952978	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	PAX5	DoRothEA_VIPER	negative	positive	FALSE	-0.406965301859029;0.32673594234248	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	PPARG	DoRothEA_VIPER	negative	positive	FALSE	-0.185166791394429;0.173306949695161	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	RBPJ	DoRothEA_VIPER	negative	positive	FALSE	-0.464993584155126;0.441365659464946	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	RELA	DoRothEA_VIPER	negative	positive	FALSE	-0.300172818850952;0.348603366608197	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	RUNX1	DoRothEA_VIPER	negative	positive	FALSE	-0.283717176813641;0.289078709735112	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	SPI1	DoRothEA_VIPER	negative	positive	FALSE	-0.701830817242648;0.952133238256372	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	SPIB	DoRothEA_VIPER	negative	positive	FALSE	-0.260230678556317;0.293505256774569	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	TBX21	DoRothEA_VIPER	negative	positive	FALSE	-0.384321143453775;0.444407802011441	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	TCF3	DoRothEA_VIPER	negative	positive	FALSE	-0.106667746489734;0.0516710631893445	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	TEAD1	DoRothEA_VIPER	positive	negative	FALSE	-0.259917919421633;0.439667609248004	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	TEAD4	DoRothEA_VIPER	positive	negative	FALSE	-0.352295756905546;0.173250374609099	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	USF2	DoRothEA_VIPER	negative	positive	FALSE	-0.143771763802704;0.144047599695104	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	ZEB2	DoRothEA_VIPER	positive	negative	FALSE	-0.618892939145497;0.445460474275767	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
Herbaspirillum	ZNF24	DoRothEA_VIPER	negative	positive	FALSE	-0.103541560249324;0.155146516253408	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	NA	TRUE
